,timestamp,open,high,low,close,volume
0,2018-04-04,87.85,89.3,87.73,88.87,8194413
1,2018-04-03,89.575,90.05,87.89,89.71,37188251
2,2018-04-02,90.47,90.88,87.51,88.52,48515417
3,2018-03-29,90.18,92.29,88.4,91.27,45867548
4,2018-03-28,89.82,91.23,88.873,89.39,52501146
5,2018-03-27,94.94,95.139,88.51,89.47,53704562
6,2018-03-26,90.61,94.0,90.4,93.78,55031149
7,2018-03-23,89.5,90.46,87.08,87.18,42159397
8,2018-03-22,91.265,91.75,89.66,89.79,37578166
9,2018-03-21,92.93,94.05,92.21,92.48,23753263
10,2018-03-20,93.05,93.77,93.0,93.13,21787780
11,2018-03-19,93.74,93.9,92.11,92.89,31752589
12,2018-03-16,94.68,95.38,93.92,94.6,47329521
13,2018-03-15,93.53,94.58,92.83,94.18,26279014
14,2018-03-14,95.12,95.41,93.5,93.85,31576898
15,2018-03-13,97.0,97.24,93.97,94.41,34445391
16,2018-03-12,96.5,97.21,96.04,96.77,25333720
17,2018-03-09,95.29,96.54,95.0,96.54,36145524
18,2018-03-08,94.27,95.1,93.765,94.43,24861307
19,2018-03-07,93.16,93.9406,92.43,93.86,26716127
20,2018-03-06,94.34,94.49,92.941,93.32,22175776
21,2018-03-05,92.34,94.27,92.26,93.64,23901578
22,2018-03-02,91.58,93.15,90.86,93.05,32830389
23,2018-03-01,93.99,94.57,91.84,92.85,37135561
24,2018-02-28,94.84,95.705,93.63,93.77,29314525
25,2018-02-27,95.74,95.84,94.2,94.2,25540755
26,2018-02-26,94.4,95.45,94.25,95.42,29760276
27,2018-02-23,92.75,94.07,92.36,94.06,25779955
28,2018-02-22,92.05,92.73,91.36,91.73,22723756
29,2018-02-21,92.98,93.3595,91.49,91.49,26081953
30,2018-02-20,91.475,93.06,91.01,92.72,30107057
31,2018-02-16,92.45,93.5,91.8,92.0,30188535
32,2018-02-15,91.21,92.72,90.62,92.66,27407914
33,2018-02-14,88.51,90.99,88.41,90.81,34314101
34,2018-02-13,88.93,90.0,87.8,89.83,26200053
35,2018-02-12,88.735,89.78,87.9295,89.13,35501368
36,2018-02-09,86.3,88.93,83.83,88.18,57408480
37,2018-02-08,89.71,89.875,84.76,85.01,47485202
38,2018-02-07,90.49,91.77,89.2,89.61,40340551
39,2018-02-06,86.89,91.475,85.25,91.33,66157030
40,2018-02-05,90.56,93.24,88.0,88.0,42253469
41,2018-02-02,93.64,93.97,91.5,91.78,47076959
42,2018-02-01,94.79,96.07,93.5813,94.26,46645657
43,2018-01-31,93.75,95.4,93.51,95.01,44284284
44,2018-01-30,93.3,93.66,92.1,92.74,34153798
45,2018-01-29,95.14,95.45,93.72,93.92,30409620
46,2018-01-26,93.12,94.06,92.58,94.06,26348999
47,2018-01-25,92.465,93.24,91.93,92.33,23983094
48,2018-01-24,92.55,93.43,91.58,91.82,32107765
49,2018-01-23,91.9,92.3,91.54,91.9,22283365
50,2018-01-22,90.0,91.62,89.74,91.61,23190700
51,2018-01-19,90.14,90.61,89.66,90.0,34896964
52,2018-01-18,89.8,90.67,89.66,90.1,22931303
53,2018-01-17,89.08,90.28,88.75,90.14,24659472
54,2018-01-16,90.1,90.79,88.0104,88.35,35945428
55,2018-01-12,88.67,89.78,88.45,89.6,24000439
56,2018-01-11,88.13,88.13,87.24,88.08,16529868
57,2018-01-10,87.86,88.19,87.41,87.82,18129153
58,2018-01-09,88.65,88.7272,87.86,88.22,19390427
59,2018-01-08,88.2,88.58,87.6046,88.28,20293930
60,2018-01-05,87.66,88.41,87.43,88.19,22526563
61,2018-01-04,86.59,87.66,86.57,87.11,21145985
62,2018-01-03,86.055,86.51,85.97,86.35,24173064
63,2018-01-02,86.125,86.31,85.5,85.95,21993101
64,2017-12-29,85.63,86.05,85.5,85.54,18162779
65,2017-12-28,85.9,85.93,85.55,85.72,9872795
66,2017-12-27,85.65,85.98,85.215,85.71,13000828
67,2017-12-26,85.31,85.5346,85.03,85.4,9737412
68,2017-12-22,85.4,85.63,84.92,85.51,14033977
69,2017-12-21,86.05,86.1,85.4,85.5,16638402
70,2017-12-20,86.2,86.3,84.71,85.52,23425009
71,2017-12-19,86.35,86.35,85.27,85.83,23241979
72,2017-12-18,87.12,87.4999,86.23,86.38,21551076
73,2017-12-15,85.26,87.09,84.88,86.85,52430167
74,2017-12-14,85.43,85.8739,84.53,84.69,19080106
75,2017-12-13,85.74,86.0,85.17,85.35,21307911
76,2017-12-12,85.31,86.05,85.08,85.58,23534946
77,2017-12-11,84.29,85.37,84.12,85.23,19909119
78,2017-12-08,83.63,84.58,83.33,84.16,23825056
79,2017-12-07,82.54,82.8,82.0,82.49,20378114
80,2017-12-06,81.55,83.14,81.43,82.78,24821403
81,2017-12-05,81.34,82.68,80.9801,81.59,25512120
82,2017-12-04,84.42,84.4299,80.7,81.08,37977732
83,2017-12-01,83.6,84.81,83.22,84.26,29387325
84,2017-11-30,83.51,84.52,83.34,84.17,32998408
85,2017-11-29,84.71,84.9172,83.175,83.34,27358477
86,2017-11-28,84.07,85.06,84.02,84.88,21162639
87,2017-11-27,83.31,83.98,83.3,83.87,17603760
88,2017-11-24,83.01,83.43,82.78,83.26,7425503
89,2017-11-22,83.83,83.9,83.04,83.11,20213704
90,2017-11-21,82.74,83.84,82.74,83.72,21237454
91,2017-11-20,82.4,82.59,82.25,82.53,16072495
92,2017-11-17,83.12,83.12,82.24,82.4,21715498
93,2017-11-16,83.1,83.42,82.94,83.2,20659209
94,2017-11-15,83.47,83.69,82.69,82.98,19097333
95,2017-11-14,83.5,84.1,82.98,84.05,18604034
96,2017-11-13,83.66,83.94,83.46,83.93,14080820
97,2017-11-10,83.79,84.095,83.23,83.87,19340435
98,2017-11-09,84.11,84.27,82.9,84.09,20924172
99,2017-11-08,84.14,84.61,83.83,84.56,18034170
